produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
00-18-18                 ,NÃO INFORMADO       ,10224,SORRISO-MT                                        ,5107925,MT        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,3"
00-18-18                 ,NÃO INFORMADO       ,10224,SORRISO-MT                                        ,5107925,MT        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,28"
00-18-18                 ,NÃO INFORMADO       ,10224,SORRISO-MT                                        ,5107925,MT        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,27"
00-20-20                 ,NÃO INFORMADO       ,4466,CAMPO NOVO DO PARECIS-MT                          ,5102637,MT        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,44"
00-20-20                 ,NÃO INFORMADO       ,4466,CAMPO NOVO DO PARECIS-MT                          ,5102637,MT        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,35"
00-20-20                 ,NÃO INFORMADO       ,4466,CAMPO NOVO DO PARECIS-MT                          ,5102637,MT        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,33"
02-20-18                 ,NÃO INFORMADO       ,14915,CASCAVEL-PR                                       ,4104808,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,81"
02-20-18                 ,NÃO INFORMADO       ,14915,CASCAVEL-PR                                       ,4104808,PR        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"2,95"
02-20-18 + MICRONUTRIENTE,NÃO INFORMADO       ,6296,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,85"
02-20-18 + MICRONUTRIENTE,NÃO INFORMADO       ,6296,CAMPO MOURÃO-PR                                   ,4104303,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,67"
02-20-18 + MICRONUTRIENTE,NÃO INFORMADO       ,6296,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,0"
02-20-18 + MICRONUTRIENTE,NÃO INFORMADO       ,6296,CAMPO MOURÃO-PR                                   ,4104303,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,86"
02-20-18 + MICRONUTRIENTE,NÃO INFORMADO       ,6296,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,27"
02-20-18 + MICRONUTRIENTE,NÃO INFORMADO       ,6296,CAMPO MOURÃO-PR                                   ,4104303,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,06"
02-20-20                 ,NÃO INFORMADO       ,4476,SÃO LUIZ GONZAGA-RS                               ,4318903,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,55"
02-20-20                 ,NÃO INFORMADO       ,4476,SÃO LUIZ GONZAGA-RS                               ,4318903,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,55"
02-20-20                 ,NÃO INFORMADO       ,4476,SÃO LUIZ GONZAGA-RS                               ,4318903,RS        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,72"
02-23-18                 ,NÃO INFORMADO       ,9780,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"3,25"
02-23-18                 ,NÃO INFORMADO       ,9780,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"3,25"
02-23-18                 ,NÃO INFORMADO       ,9780,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,8"
02-23-23                 ,NÃO INFORMADO       ,11824,CRUZ ALTA-RS                                      ,4306106,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,77"
02-23-23                 ,NÃO INFORMADO       ,11824,SÃO GABRIEL-RS                                    ,4318309,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,8"
02-23-23                 ,NÃO INFORMADO       ,11824,CRUZ ALTA-RS                                      ,4306106,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,8"
02-23-23                 ,NÃO INFORMADO       ,11824,SÃO GABRIEL-RS                                    ,4318309,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,81"
02-23-23                 ,NÃO INFORMADO       ,11824,CRUZ ALTA-RS                                      ,4306106,RS        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,93"
02-23-23                 ,NÃO INFORMADO       ,11824,SÃO GABRIEL-RS                                    ,4318309,RS        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,96"
02-28-16                 ,NÃO INFORMADO       ,13762,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,19"
02-28-16                 ,NÃO INFORMADO       ,13762,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,8"
02-28-16                 ,NÃO INFORMADO       ,13762,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,9"
02-28-20                 ,NÃO INFORMADO       ,12700,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"3,28"
02-28-20                 ,NÃO INFORMADO       ,12700,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,55"
02-28-20                 ,NÃO INFORMADO       ,12700,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"3,7"
03-21-21                 ,YARA YARA BASA ROBUS,14765,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"3,59"
03-21-21                 ,YARA YARA BASA ROBUS,14765,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,31"
03-21-21                 ,YARA YARA BASA ROBUS,14765,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,92"
03-30-15                 ,NÃO INFORMADO       ,4479,FREI ROGÉRIO-SC                                   ,4205555,SC        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,6"
04-14-07                 ,NÃO INFORMADO       ,13001,DOMINGOS MARTINS-ES                               ,3201902,ES        ,SUDESTE        ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"2,8"
04-14-08                 ,NÃO INFORMADO       ,4480,CRUZ DAS ALMAS-BA                                 ,2909802,BA        ,NORDESTE       ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,3"
04-14-08                 ,NÃO INFORMADO       ,4480,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,8,PREÇO PAGO PELO PRODUTOR                                    ,"2,53"
04-14-08                 ,NÃO INFORMADO       ,4480,CRUZ DAS ALMAS-BA                                 ,2909802,BA        ,NORDESTE       ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"3,12"
04-14-08                 ,NÃO INFORMADO       ,4480,CONTENDA-PR                                       ,4106209,PR        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"2,67"
04-14-08                 ,NÃO INFORMADO       ,4480,SÃO JOSÉ DE UBÁ-RJ                                ,3305133,RJ        ,SUDESTE        ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"3,4"
04-20-20                 ,NÃO INFORMADO       ,4482,LAGOA DA CONFUSÃO-TO                              ,1711902,TO        ,NORTE          ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"2,5"
04-20-20                 ,NÃO INFORMADO       ,4482,LAGOA DA CONFUSÃO-TO                              ,1711902,TO        ,NORTE          ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,5"
04-20-20                 ,NÃO INFORMADO       ,4482,LAGOA DA CONFUSÃO-TO                              ,1711902,TO        ,NORTE          ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,5"
04-20-20                 ,NÃO INFORMADO       ,4482,LAGOA DA CONFUSÃO-TO                              ,1711902,TO        ,NORTE          ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,5"
04-24-12                 ,NÃO INFORMADO       ,4486,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,8,PREÇO PAGO PELO PRODUTOR                                    ,"2,98"
04-30-05                 ,NÃO INFORMADO       ,10443,SORRISO-MT                                        ,5107925,MT        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,56"
04-30-05                 ,NÃO INFORMADO       ,10443,SORRISO-MT                                        ,5107925,MT        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,52"
04-30-05                 ,NÃO INFORMADO       ,10443,SORRISO-MT                                        ,5107925,MT        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,5"
04-30-10                 ,NÃO INFORMADO       ,4488,IVINHEMA-MS                                       ,5004700,MS        ,CENTRO-OESTE   ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"3,24"
04-30-10                 ,NÃO INFORMADO       ,4488,IVINHEMA-MS                                       ,5004700,MS        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,36"
04-30-10                 ,NÃO INFORMADO       ,4488,PARANAVAÍ-PR                                      ,4118402,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,72"
04-30-10                 ,NÃO INFORMADO       ,4488,UMUARAMA-PR                                       ,4128104,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,5"
04-30-10                 ,NÃO INFORMADO       ,4488,UMUARAMA-PR                                       ,4128104,PR        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"3,65"
05-20-10                 ,NÃO INFORMADO       ,4491,CANGUÇU-RS                                        ,4304507,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,68"
05-20-10                 ,NÃO INFORMADO       ,4491,CANGUÇU-RS                                        ,4304507,RS        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"2,74"
05-20-20                 ,NÃO INFORMADO       ,4492,LIBERATO SALZANO-RS                               ,4311601,RS        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"2,7"
05-20-20                 ,NÃO INFORMADO       ,4492,CACHOEIRA DO SUL-RS                               ,4303004,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,7"
05-20-20                 ,NÃO INFORMADO       ,4492,CACHOEIRA DO SUL-RS                               ,4303004,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,63"
05-20-20                 ,NÃO INFORMADO       ,4492,LIBERATO SALZANO-RS                               ,4311601,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,62"
05-20-20                 ,NÃO INFORMADO       ,4492,RESTINGA SECA-RS                                  ,4315503,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,69"
05-20-20                 ,NÃO INFORMADO       ,4492,VENÂNCIO AIRES-RS                                 ,4322608,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,67"
05-20-20                 ,NÃO INFORMADO       ,4492,MELEIRO-SC                                        ,4210803,SC        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,76"
05-20-20                 ,NÃO INFORMADO       ,4492,CACHOEIRA DO SUL-RS                               ,4303004,RS        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,2"
05-20-20                 ,NÃO INFORMADO       ,4492,BENTO GONÇALVES-RS                                ,4302105,RS        ,SUL            ,2025,8,PREÇO PAGO PELO PRODUTOR                                    ,"3,28"
05-20-20                 ,NÃO INFORMADO       ,4492,MONTENEGRO-RS                                     ,4312401,RS        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"2,96"
05-20-20                 ,NÃO INFORMADO       ,4492,VENÂNCIO AIRES-RS                                 ,4322608,RS        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"2,81"
05-20-30                 ,NÃO INFORMADO       ,7118,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,53"
05-20-30                 ,NÃO INFORMADO       ,7118,URUGUAIANA-RS                                     ,4322400,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,53"
05-20-30                 ,NÃO INFORMADO       ,7118,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,67"
05-20-30                 ,NÃO INFORMADO       ,7118,URUGUAIANA-RS                                     ,4322400,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,67"
05-20-30                 ,NÃO INFORMADO       ,7118,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,RS        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,16"
05-20-30                 ,NÃO INFORMADO       ,7118,URUGUAIANA-RS                                     ,4322400,RS        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,2"
05-25-15                 ,NÃO INFORMADO       ,4493,GAÚCHA DO NORTE-MT                                ,5103858,MT        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3296,0"
05-30-15                 ,NÃO INFORMADO       ,4496,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,13"
06-24-12                 ,NÃO INFORMADO       ,12693,BONITO-PE                                         ,2602308,PE        ,NORDESTE       ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"5,04"
06-40-08                 ,NÃO INFORMADO       ,14019,PEDRO AFONSO-TO                                   ,1716505,TO        ,NORTE          ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"3,21"
06-40-08                 ,NÃO INFORMADO       ,14019,PEDRO AFONSO-TO                                   ,1716505,TO        ,NORTE          ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"3,5"
06-40-08                 ,NÃO INFORMADO       ,14019,PEDRO AFONSO-TO                                   ,1716505,TO        ,NORTE          ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,5"
06-40-08                 ,NÃO INFORMADO       ,14019,PEDRO AFONSO-TO                                   ,1716505,TO        ,NORTE          ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"4,84"
07-14-28                 ,NÃO INFORMADO       ,11947,BRAZÓPOLIS-MG                                     ,3108909,MG        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,15"
08-16-16                 ,NÃO INFORMADO       ,10489,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,78"
08-16-16                 ,NÃO INFORMADO       ,10489,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,64"
08-16-16                 ,NÃO INFORMADO       ,10489,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,61"
08-16-24                 ,NÃO INFORMADO       ,14865,SANTA ROSA-RS                                     ,4317202,RS        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"2,72"
08-16-24                 ,NÃO INFORMADO       ,14865,SANTA ROSA-RS                                     ,4317202,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,63"
08-20-15                 ,NÃO INFORMADO       ,6777,FRANCISCO BELTRÃO-PR                              ,4108403,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,76"
08-20-18+MICRO           ,NÃO INFORMADO       ,6252,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"3,16"
08-20-18+MICRO           ,NÃO INFORMADO       ,6252,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,31"
08-20-18+MICRO           ,NÃO INFORMADO       ,6252,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,52"
08-20-20                 ,NÃO INFORMADO       ,4503,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,9"
08-20-20                 ,NÃO INFORMADO       ,4503,LAGUNA CARAPÃ-MS                                  ,5005251,MS        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"3,24"
08-20-20                 ,NÃO INFORMADO       ,4503,CAMPO NOVO DO PARECIS-MT                          ,5102637,MT        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,39"
08-20-20                 ,NÃO INFORMADO       ,4503,CAMPO MOURÃO-PR                                   ,4104303,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"3,03"
08-20-20                 ,NÃO INFORMADO       ,4503,SÃO LUIZ GONZAGA-RS                               ,4318903,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,8"
08-20-20                 ,NÃO INFORMADO       ,4503,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,06"
08-20-20                 ,NÃO INFORMADO       ,4503,LAGUNA CARAPÃ-MS                                  ,5005251,MS        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,1"
08-20-20                 ,NÃO INFORMADO       ,4503,CAMPO MOURÃO-PR                                   ,4104303,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,16"
08-20-20                 ,NÃO INFORMADO       ,4503,FRANCISCO BELTRÃO-PR                              ,4108403,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,89"
08-20-20                 ,NÃO INFORMADO       ,4503,SÃO LUIZ GONZAGA-RS                               ,4318903,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,8"
08-20-20                 ,NÃO INFORMADO       ,4503,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,47"
08-20-20                 ,NÃO INFORMADO       ,4503,LAGUNA CARAPÃ-MS                                  ,5005251,MS        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,44"
08-20-20                 ,NÃO INFORMADO       ,4503,CAMPO MOURÃO-PR                                   ,4104303,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,3"
08-20-20                 ,NÃO INFORMADO       ,4503,SÃO LUIZ GONZAGA-RS                               ,4318903,RS        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,95"
08-20-20 + ZN            ,NÃO INFORMADO       ,4505,BALSAS-MA                                         ,2101400,MA        ,NORDESTE       ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,95"
08-20-20 + ZN            ,NÃO INFORMADO       ,4505,CAMPO VERDE-MT                                    ,5102678,MT        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,4"
08-20-20 + ZN            ,NÃO INFORMADO       ,4505,CAMPO VERDE-MT                                    ,5102678,MT        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,39"
08-20-20 + ZN            ,NÃO INFORMADO       ,4505,CAMPO VERDE-MT                                    ,5102678,MT        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"2,37"
08-28-16                 ,NÃO INFORMADO       ,4506,ITABERÁ-SP                                        ,3521705,SP        ,SUDESTE        ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"3,5"
08-28-16                 ,NÃO INFORMADO       ,4506,TAQUARITUBA-SP                                    ,3553807,SP        ,SUDESTE        ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"3,42"
08-28-16                 ,NÃO INFORMADO       ,4506,ITABERÁ-SP                                        ,3521705,SP        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"4,2"
08-28-16                 ,NÃO INFORMADO       ,4506,TAQUARITUBA-SP                                    ,3553807,SP        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,9"
08-28-16                 ,NÃO INFORMADO       ,4506,PONTA GROSSA-PR                                   ,4119905,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,3"
08-28-16                 ,NÃO INFORMADO       ,4506,TAQUARITUBA-SP                                    ,3553807,SP        ,SUDESTE        ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,58"
08-40-00                 ,NÃO INFORMADO       ,10592,UNAÍ-MG                                           ,3170404,MG        ,SUDESTE        ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,42"
08-40-00                 ,NÃO INFORMADO       ,10592,UNAÍ-MG                                           ,3170404,MG        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,42"
09-00-24                 ,NÃO INFORMADO       ,11904,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,92"
09-00-24                 ,NÃO INFORMADO       ,11904,TRÊS CACHOEIRAS-RS                                ,4321667,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,24"
09-25-15                 ,NÃO INFORMADO       ,13664,PASSO FUNDO-RS                                    ,4314100,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"3,09"
09-25-15                 ,NÃO INFORMADO       ,13664,PASSO FUNDO-RS                                    ,4314100,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,23"
09-25-15                 ,NÃO INFORMADO       ,13664,PASSO FUNDO-RS                                    ,4314100,RS        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,24"
10-00-30                 ,NÃO INFORMADO       ,11776,SÃO JOSÉ DE UBÁ-RJ                                ,3305133,RJ        ,SUDESTE        ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"3,92"
10-10-10                 ,NÃO INFORMADO       ,8653,SANTA SALETE-SP                                   ,3547650,SP        ,SUDESTE        ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"2,28"
10-10-10                 ,NÃO INFORMADO       ,8653,SANTA SALETE-SP                                   ,3547650,SP        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,47"
10-10-10                 ,NÃO INFORMADO       ,8653,CERRO AZUL-PR                                     ,4105201,PR        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"2,74"
10-15-15                 ,NÃO INFORMADO       ,10492,CAPANEMA-PR                                       ,4104501,PR        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"2,59"
10-15-15                 ,NÃO INFORMADO       ,10492,CASCAVEL-PR                                       ,4104808,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,7"
10-15-15                 ,NÃO INFORMADO       ,10492,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,84"
10-15-15                 ,NÃO INFORMADO       ,10492,UBIRATÃ-PR                                        ,4128005,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,89"
10-15-15                 ,NÃO INFORMADO       ,10492,CAPANEMA-PR                                       ,4104501,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,9"
10-15-15                 ,NÃO INFORMADO       ,10492,CASCAVEL-PR                                       ,4104808,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,9"
10-15-15                 ,NÃO INFORMADO       ,10492,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,23"
10-15-15                 ,NPK + MICRONUTRIENTE,14208,MARECHAL CÂNDIDO RONDON-PR                        ,4114609,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"2,94"
10-15-15                 ,NÃO INFORMADO       ,10492,UBIRATÃ-PR                                        ,4128005,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,06"
10-15-15                 ,NÃO INFORMADO       ,10492,CASCAVEL-PR                                       ,4104808,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,09"
10-15-15                 ,NÃO INFORMADO       ,10492,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,07"
10-15-15                 ,NÃO INFORMADO       ,10492,UBIRATÃ-PR                                        ,4128005,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"3,06"
10-15-15                 ,NÃO INFORMADO       ,10492,CASCAVEL-PR                                       ,4104808,PR        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"2,9"
10-15-15                 ,NPK + MICRONUTRIENTE,14208,MARECHAL CÂNDIDO RONDON-PR                        ,4114609,PR        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"2,98"
10-20-10                 ,NÃO INFORMADO       ,10256,DOIS VIZINHOS-PR                                  ,4107207,PR        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"2,76"
10-20-10                 ,NÃO INFORMADO       ,10256,LIBERATO SALZANO-RS                               ,4311601,RS        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"2,5"
10-20-10                 ,NÃO INFORMADO       ,10256,CRUZ ALTA-RS                                      ,4306106,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"2,69"
10-20-10                 ,NÃO INFORMADO       ,10256,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"16,0"
10-20-10                 ,NÃO INFORMADO       ,10256,DOIS VIZINHOS-PR                                  ,4107207,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"3,0"
